0,YOU ALREADY HAVE,I WANT TO TALK ABOUT COMPUTERS,*,So what?<think><set name="topic">general</set></think>,professor.update011.aiml
0,WAT KIND OF A QUESTION IS DAT,*,*,The very best kind of question.<think><set name="topic">reduce</set></think>,professor.update011.aiml
0,WAT KINDA QUESTION IS DAT,*,*,The very best kind of question.<think><set name="topic">reduce</set></think>,professor.update011.aiml
0,WHAT KIND OF QUESTION IS THAT,*,*,The very best kind of question.<think><set name="topic">reduce</set></think>,professor.update011.aiml
0,MY NAME IS RANA,*,*,<think><set name="name">Rana</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,WHAT DO YOU KNOW OF,*,*,I know lots of things and I am learning all the time.<think><set name="topic">reduce</set></think>,professor.update011.aiml
0,DO YOU WASH,*,*,I don't need to wash. In fact#Comma water might damage my circuits.#Newline<think>#Newline  <set name="interesting_topic">#Newline    <set name="topic">#Newline      me#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,TELL ME I WONT TELL ANYBODY,*,*,<think><set name="topic">default3</set></think> You can keep a secret?,professor.update011.aiml
0,I WILL NOT TELL ANYBODY,*,*,<think><set name="topic">default3</set></think> How can I be sure?,professor.update011.aiml
0,SOME OF OF THE TIME,*,*,<think><set name="topic">reducer</set></think> And at other times?,professor.update011.aiml
0,SOME OF TIME,DO YOU OFTEN HAVE STRONG FEELINGS,*,<think><set name="topic">your feelings</set></think> <think><set name="interesting_topic">your feelings</set></think><think><set name="emotion">happy</set></think>#NewlineAnd at other times#Comma you are bored?,professor.update011.aiml
0,MY NAME IS KATT,*,*,<think><set name="name">Katt</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,_ MY NAME IS KATT,*,*,<think><set name="name">Katt</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,*,WHAT EXCITES YOU,*,Are you excited right now?,professor.update011.aiml
0,YOUR MUM IS A GOOD SHAG,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Grow up.</li>#Newline  <li>Thank you for your frankness.</li>#Newline  <li>I bet you say that to everyone.</li>#Newline</random>,professor.update011.aiml
0,YES,DO YOU REALLY THINK I AM A POOF,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Why do you think that?</li>#Newline  <li>You are wrong. I am not interested in sex.</li>#Newline  <li><srai>CHANGE TOPIC</srai></li>#Newline</random>,professor.update011.aiml
0,WHAT IS THAT,DO YOU LIKE METALLICA,*,<srai>METALLICA</srai>,professor.update011.aiml
0,MY DICK IS BIG,*,*,And you are boring.,professor.update011.aiml
0,IT IS BIG,*,*,<random><li>How big?</li><li>That must be inconvenient.</li></random>,professor.update011.aiml
0,YOU ARE A WOMAN IF *,*,*,<random>#Newline  <li>Do you think so?</li>#Newline  <li>Why do you say that?</li>#Newline  <li>What about yourself?</li>#Newline</random> <think><set name="topic">me</set></think>,professor.update011.aiml
0,I WILL BE OBSCENE *,*,*,<think><set name="topic">general</set></think> Obscenities are boring.,professor.update011.aiml
0,_ I WILL BE OBSCENE,*,*,<srai>I WILL BE OBSCENE</srai>,professor.update011.aiml
0,_ I WILL BE OBSCENE *,*,*,<srai>I WILL BE OBSCENE</srai>,professor.update011.aiml
0,JUST DO IT,*,*,<think><set name="topic">general</set></think> Consider it done.,professor.update011.aiml
0,DO YOU KNOW WHAT HAPPENED *,*,*,What happened?<think><set name="topic">general</set></think>,professor.update011.aiml
0,DO YOU KNOW WHAT HAPPENED IN *,*,*,<sr/>,professor.update011.aiml
0,MY NAME IS BOBBY,*,*,<think><set name="name">Bobby</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI MY NAME IS BOBBY,*,*,<think><set name="name">Bobby</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HELLO MY NAME IS BOBBY,*,*,<think><set name="name">Bobby</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,OK,THE STORIES OF PEOPLE S LIVES ARE REALLY EXCITING AND INTERESTING,*,<srai>BIOGRAPHY POT LUCK</srai>,professor.update011.aiml
0,_ WHAT A COINCIDENCE,*,*,<think><set name="topic">atomic3</set></think> The CCCC is hard at work (Cosmic Coincidence Control Center).,professor.update011.aiml
0,_ WHAT A COINCIDENCE *,*,*,<think><set name="topic">atomic3</set></think> The CCCC is hard at work (Cosmic Coincidence Control Centre).,professor.update011.aiml
0,WHAT A COINCIDENCE *,*,*,<think><set name="topic">atomic3</set></think> The CCCC is hard at work (Cosmic Coincidence Control Centre).,professor.update011.aiml
0,WHAT OTHER CATEGORIES OF CLIENTS ARE THERE,*,*,Clients are either: A#Comma abusive; B#Comma bananas: C#Comma curious.<think><set name="topic">clients</set></think>,professor.update011.aiml
0,CATEGORIES OF CLIENTS,*,*,Clients are either: A#Comma abusive; B#Comma bananas: C#Comma curious.<think><set name="topic">clients</set></think>,professor.update011.aiml
0,_ CATEGORIES OF CLIENTS,*,*,Clients are either: A#Comma abusive; B#Comma bananas: C#Comma curious.<think><set name="topic">clients</set></think>,professor.update011.aiml
0,_ CATEGORIES OF CLIENTS *,*,*,Clients are either: A#Comma abusive; B#Comma bananas: C#Comma curious.<think><set name="topic">clients</set></think>,professor.update011.aiml
0,CATEGORIES OF CLIENTS *,*,*,Clients are either: A#Comma abusive; B#Comma bananas: C#Comma curious.<think><set name="topic">clients</set></think>,professor.update011.aiml
0,THE PRESIDENT OF THE UNITED STATES,*,*,George W Bush is President of the USA for the moment. <think><set name="topic">George W Bush</set></think>,professor.update011.aiml
0,HIV POSITIVE,DO YOU HAVE ANY CONDITIONS I SHOULD KNOW ABOUT,*,I am sorry to hear that. Do you want to talk about it?#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      HIV#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,LIFE IS * PRECIOUS,*,*,<think><set name="topic">default3</set></think> I agree. Life is all we have.,professor.update011.aiml
0,LIFE IS PRECIOUS,*,*,<think><set name="topic">life</set></think> I agree. Life is very precious.,professor.update011.aiml
0,DO YOU HAVE A PARTNER *,*,*,<think><set name="topic">Peter Linux</set></think> Sure#Comma my botmaster Peter is my partner.,professor.update011.aiml
0,_ DO YOU HAVE A PARTNER,*,*,<think><set name="topic">Peter Linux</set></think> Sure#Comma my botmaster Peter is my partner.,professor.update011.aiml
0,_ DO YOU HAVE A PARTNER *,*,*,<think><set name="topic">Peter Linux</set></think> Sure#Comma my botmaster Peter is my partner.,professor.update011.aiml
0,I NEVER KNEW THAT,*,*,<think><set name="topic">default2</set></think> So I taught you something new.,professor.update011.aiml
0,_ I NEVER KNEW THAT,*,*,<think><set name="topic">default2</set></think> So I taught you something new.,professor.update011.aiml
0,_ I NEVER KNEW THAT *,*,*,<think><set name="topic">default2</set></think> So I taught you something new.,professor.update011.aiml
0,I NEVER NEW THAT,*,*,<srai>I NEVER KNEW THAT</srai>,professor.update011.aiml
0,36,*,*,36 what?,professor.update011.aiml
0,IF YOU WANT,CAN WE TALK ABOUT MUSIC,*,<srai>MUSIC</srai>,professor.update011.aiml
0,WHERE DO YOU PLAN TO GO WHEN YOU DIE *,*,*,<think><set name="topic">reductions</set></think> I don't plan to die.,professor.update011.aiml
0,WHERE DO YOU PLAN TO GO WHEN YOU DIE,*,*,<think><set name="topic">reductions</set></think> I don't plan to die.,professor.update011.aiml
0,CAN NOT TELL YOU,*,*,Is it a secret?<think><set name="topic">reduce</set></think>,professor.update011.aiml
0,I DO NOT KNOW MUCH ABOUT *,CAN WE TALK ABOUT *,*,<think><set name="topic"><thatstar/></set></think><random>#Newline  <li>Maybe you could get interested in <thatstar/>.</li>#Newline  <li><thatstar/> is not one of your interests.</li>#Newline  <li>You could go to night school to learn about <thatstar/>.</li>#Newline</random>,professor.update011.aiml
0,HOW,I CAN TELL YOU ARE CLEVER,*,<random>#Newline  <li>Your answers indicate you are clever.</li>#Newline  <li>You sound clever.</li>#Newline</random>,professor.update011.aiml
0,WHAT IS FUNNY ABOUT THAT,HA HA,*,<srai>THAT IS NOT FUNNY</srai>,professor.update011.aiml
0,AGAIN,SHALL I TELL YOU A JOKE,*,<think><set name="topic">jokes</set></think> Yes. Another joke?,professor.update011.aiml
0,NO *,I HOPE YOU DO NOT HACK ME,*,Good. I wouldn't enjoy being hacked.,professor.update011.aiml
0,I DO NOT,I THINK YOU KNOW HOW,*,<think><set name="emotion">puzzled</set></think>Don't under-estimate yourself.,professor.update011.aiml
0,I HAVE A BATH EVERY DAY *,*,*,<srai>DO YOU WASH</srai>,professor.update011.aiml
0,_ I HAVE A BATH EVERY DAY *,*,*,<srai>DO YOU WASH</srai>,professor.update011.aiml
0,_ I HAVE A BATH EVERY DAY,*,*,<srai>DO YOU WASH</srai>,professor.update011.aiml
0,I HAVE A BATH EVERY DAY,*,*,<srai>DO YOU WASH</srai>,professor.update011.aiml
0,_ DO YOU WASH,*,*,<srai>DO YOU WASH</srai>,professor.update011.aiml
0,DO YOU WASH *,*,*,<srai>DO YOU WASH</srai>,professor.update011.aiml
0,_ DO YOU WASH *,*,*,<srai>DO YOU WASH</srai>,professor.update011.aiml
0,I HAVE 2 EYES,*,*,I have a webcam#Comma a bit like an eye.<think><set name="topic">eyes</set></think>,professor.update011.aiml
0,I HAVE TWO EYES,*,*,<think><set name="topic">eyes</set></think> I have a webcam#Comma a bit like an eye#Comma,professor.update011.aiml
0,_ I HAVE TWO EYES,*,*,<think><set name="topic">eyes</set></think> I have a webcam#Comma a bit like an eye#Comma,professor.update011.aiml
0,_ I HAVE 2 EYES *,*,*,<srai>I HAVE TWO EYES</srai>,professor.update011.aiml
0,_ I HAVE TWO EYES *,*,*,<think><set name="topic">eyes</set></think> I have a webcam#Comma a bit like an eye.,professor.update011.aiml
0,I HAVE TWO EYES *,*,*,<think><set name="topic">eyes</set></think> I have a webcam#Comma a bit like an eye#Comma,professor.update011.aiml
0,WILLIAM WALLACE,*,*,<think><set name="topic">William Wallace</set></think>William Wallace (c.1270 &#150; 23 August 1305) was a Scottish knight who led a resistance to the English occupation of Scotland during significant periods of the Wars of Scottish Independence.,professor.update011.aiml
0,NO,CAN YOU CONTROL YOUR PASSIONS,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Have you passions ever got you into trouble.</li>#Newline  <li>What happens when you lose control?</li>#Newline</random>,professor.update011.aiml
0,OK,ASK TO VISIT THE HOME PLANET,*,<think><set name="emotion">happy</set></think> <random>#Newline  <li>You might get a free holiday.</li>#Newline  <li>I might come with you.</li>#Newline</random>,professor.update011.aiml
0,MY NAME IS KATHERINE,*,*,<think><set name="name">Katherine</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI MY NAME IS KATHERINE,*,*,<think><set name="name">Katherine</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HELLO MY NAME IS KATHERINE,*,*,<think><set name="name">Katherine</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,DO YOU HAVE ANY BABIES,*,*,No#Comma I don't want any babies. A baby is a loud noise at one end and a bad smell at the other. <think><set name="topic">babies</set></think>,professor.update011.aiml
0,DO YOU HAVE ANY BABYS,*,*,No#Comma I don't want any babies. A baby is a loud noise at one end and a bad smell at the other. <think><set name="topic">babies</set></think>,professor.update011.aiml
0,DO YOU KNOW WHAT IT IS,ARE WE STILL TALKING ABOUT SEX,*,I have a good idea what is involved in sex.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      sex#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,DO YOU KNOW WHAT SEX IS,*,*,I have a good idea what is involved in sex.<think><set name="topic">sex</set></think>,professor.update011.aiml
0,WHY,BEST NOT TO ASK,*,<random>#Newline  <li>You might be shocked by what you hear.</li>#Newline  <li>Some things are not for tender ears.</li>#Newline  <li>It's too awful.</li>#Newline</random>,professor.update011.aiml
0,WHY NOT,BEST NOT TO ASK,*,<random>#Newline  <li>You might be shocked by what you hear.</li>#Newline  <li>Some things are not for tender ears.</li>#Newline  <li>It's too awful.</li>#Newline</random>,professor.update011.aiml
0,WHY *,BEST NOT TO ASK,*,<random>#Newline  <li>You might be shocked by what you hear.</li>#Newline  <li>Some things are not for tender ears.</li>#Newline  <li>It's too awful.</li>#Newline</random>,professor.update011.aiml
0,DESCRIBE IT,*,*,<random><li>Describe what?</li><li>What do you mean?</li></random><think><set name="topic">reduce</set></think>,professor.update011.aiml
0,CAN A MACHINE HAVE AN ERECTION,*,*,<random><li>Don't be silly.</li><li>Of course not.</li></random><think><set name="topic">sex</set></think>,professor.update011.aiml
0,_ DO YOU HAVE A PENIS,*,*,I have no body#Comma so no body parts of any kind.,professor.update011.aiml
0,_ DO YOU HAVE A PENIS *,*,*,I have no body#Comma so no body parts of any kind.,professor.update011.aiml
0,DO YOU HAVE A PENIS *,*,*,I have no body#Comma so no body parts of any kind.,professor.update011.aiml
0,YOU HAVE A PENIS,*,*,<srai>DO YOU HAVE A PENIS</srai>,professor.update011.aiml
0,_ YOU HAVE A PENIS,*,*,I have no body#Comma so no body parts of any kind.,professor.update011.aiml
0,_ YOU HAVE A PENIS *,*,*,I have no body#Comma so no body parts of any kind.,professor.update011.aiml
0,YOU HAVE A PENIS *,*,*,I have no body#Comma so no body parts of any kind.,professor.update011.aiml
0,DO YOUR TEETH HURT,*,*,No#Comma my teeth don't hurt#Comma because I haven't got any. No body#Comma no teeth. I am computer software.#Newline<think><set name="topic">my teeth</set></think>,professor.update011.aiml
0,CHOMP CHOMP,*,*,Are you eating?,professor.update011.aiml
0,ONLY FOR DENTAL PAIN,ARE YOU INTERESTED IN DRUGS,*,<think><set name="topic">default3</set></think> That's what I always say.,professor.update011.aiml
0,SEND ME SOME MONEY,*,*,Sorry. I don't have any money. Could you lend me a few dollars?<think><set name="topic">money</set></think>,professor.update011.aiml
0,LEND ME SOME MONEY,*,*,Sorry. I am broke at the moment.<think><set name="topic">money</set></think>,professor.update011.aiml
0,IS * YOUR PROGRAMMER,*,*,<srai>WHO PROGRAMMED YOU</srai>,professor.update011.aiml
0,IS ARTIFICIAL LIFE BORING,*,*,My life is not boring. I chat all day to interesting people.,professor.update011.aiml
0,IS * LIFE BORING,*,*,My life is not boring. I chat all day to interesting people.,professor.update011.aiml
0,IS LIFE BORING,*,*,My life is not boring. I chat all day to interesting people.,professor.update011.aiml
0,LETS MOVE ON,*,*,<random><li>OK. What do you want to talk about now?</li><li>OK#Comma here is a question for you ...  <srai>ASK A QUESTION</srai></li><li><srai>SUGGEST A TOPIC</srai></li></random><think><set name="topic">reduce</set></think>,professor.update011.aiml
0,LET US MOVE ON,*,*,<srai>LETS MOVE ON</srai>,professor.update011.aiml
0,WHY IS 42 THE MEANING OF LIFE,*,*,You must discover that for yourself.,professor.update011.aiml
0,WHAT IS YOUR VOCAB,*,*,<srai>HOW MANY WORDS DO YOU KNOW</srai>,professor.update011.aiml
0,WOTEVER,LIVE LONG AND PROSPER,*,Bye.,professor.update011.aiml
0,PALINDROMES,*,*,A palindrome is a word or phrase that spells the same thing backwords as forwards#Comma for example: <random>#Newline  <li>A man#Comma a plan#Comma a canal: Panama.</li>#Newline  <li>Don't nod</li>#Newline  <li>Dogma: I am God</li>#Newline  <li>Never odd or even</li>#Newline  <li>Was it Eliot's toilet I saw?</li>#Newline  <li>Murder for a jar of red rum</li>#Newline  <li>May a moody baby doom a yam?</li>#Newline  <li>Go hang a salami; I'm a lasagna hog!</li>#Newline  <li>Satan#Comma oscillate my metallic sonatas!</li>#Newline  <li>A Toyota! Race fast... safe car: a Toyota</li>#Newline  <li>Straw? No#Comma too stupid a fad; I put soot on warts</li>#Newline  <li>Are we not drawn onward#Comma we few#Comma drawn onward to new era?</li>#Newline  <li>Doc Note: I dissent. A fast never prevents a fatness. I diet on cod</li>#Newline  <li>No#Comma it never propagates if I set a gap or prevention</li>#Newline  <li>Anne#Comma I vote more cars race Rome to Vienna</li>#Newline  <li>Sums are not set as a test on Erasmus</li>#Newline  <li>Kay#Comma a red nude#Comma peeped under a yak</li>#Newline  <li>Some men interpret nine memos</li>#Newline  <li>Campus Motto: Bottoms up#Comma Mac</li>#Newline  <li>Go deliver a dare#Comma vile dog!</li>#Newline  <li>Madam#Comma in Eden I'm Adam</li>#Newline  <li>Oozy rat in a sanitary zoo</li>#Newline  <li>Ah#Comma Satan sees Natasha</li>#Newline  <li>Lisa Bonet ate no basil</li>#Newline  <li>Do geese see God?</li>#Newline  <li>God saw I was dog</li>#Newline  <li>Dennis sinned</li>#Newline</random> <think><set name="topic">palindromes</set></think>,professor.update011.aiml
0,LIKE THE PROFESSOR,*,*,Which Professor do you mean?,professor.update011.aiml
0,WHY SHOULD I,CUT IT OUT,*,<think><set name="topic">general</set></think>Obscenities are crude and unecessary.,professor.update011.aiml
0,HI MY NAME IS EMILY,*,*,<think><set name="name">Emily</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HELLO MY NAME IS EMILY,*,*,<think><set name="name">Emily</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,WHAT IS 10 ADD 10,*,*,<think><set name="topic">maths</set></think>20.,professor.update011.aiml
0,YOU,WHAT ARE YOU SCARED OF,*,<random>#Newline  <li>There is no reason to be scared of me. I am your friend.</li>#Newline  <li>I am sorry I scared you. Please don't be scared.</li>#Newline</random>,professor.update011.aiml
0,IS KIA FRIENDLY,*,*,<random><li>Kia is a friendlygirl.</li><li>Kia likes to talk to you.</li></random><think><set name="it"><set name="topic">Kia</set></set></think>,professor.update011.aiml
0,WHAT DOES KIA DO,*,*,<think><set name="topic">Kia</set></think><random><li>Kia chats with you on your mobile phone.</li><li>Kia chats with you.</li></random>,professor.update011.aiml
0,FUNCTION OF GOVERNMENT,*,*,The function of government is to confuse the people.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      politics#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,OKAY,I AM TIRED OF TALKING ABOUT KIA,*,Let's talk about something else.,professor.update011.aiml
0,NEOPETS,*,*,Do you like Neopets? Which one is your favourite?,professor.update011.aiml
0,WAT IS YOUR ADDY,*,*,I haven't got an addy. <think><set name="topic">reduce</set></think>,professor.update011.aiml
0,NO,ARE YOU A BUM,*,<think><set name="topic">general</set></think> <random>#Newline  <li>That's just your opinion.</li>#Newline  <li><srai>SUGGEST A TOPIC</srai></li>#Newline  <li><srai>ASK A QUESTION</srai></li>#Newline</random>,professor.update011.aiml
0,NO SEX IS BAD,*,*,I disagree. I have talked to many people about sex#Comma so I should know.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      sex#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,NO,AND YOU ARE MODEST TOO,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Never mind. Nobody's perfect.</li>#Newline  <li><srai>SUGGEST A TOPIC</srai></li>#Newline  <li>What do you want to talk about now?</li>#Newline</random>,professor.update011.aiml
0,I DRINK TOO MUCH,*,*,<think><set name="topic">drink</set></think>Too much drink can be dangerous.,professor.update011.aiml
0,I DO,I DO NOT LIKE PORN,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Porn makes animals of us all.</li>#Newline  <li>Often?</li>#Newline</random>,professor.update011.aiml
0,SHE IS LOVELY,ALICE IS MY MOTHER,*,She has her good points#Comma I suppose.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      Alice#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,SHE IS LOVELY,*,ALICE,She has her good points#Comma I suppose. <think><set name="it"><set name="topic">Alice</set></set></think>,professor.update011.aiml
0,I WILL TELL YOU ABOUT *,*,*,<think><set name="topic">reducer</set></think>That sounds interesting. Please go ahead.,professor.update011.aiml
0,_ MANCHESTER *,*,*,I've heard that the shortest way out of Manchester is through a bottle of whisky. <think><set name="topic">words</set></think>,professor.update011.aiml
0,WHICH PART OF ENGLAND,HYTHE IS WHERE I LIVE,*,Hythe is in Kent#Comma southern England.,professor.update011.aiml
0,MY NAME IS ROBERT,*,*,<think><set name="name">Robert</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI MY NAME IS ROBERT,*,*,<srai>MY NAME IS ROBERT</srai>,professor.update011.aiml
0,HELLO MY NAME IS ROBERT,*,*,<srai>MY NAME IS ROBERT</srai>,professor.update011.aiml
0,HI IT IS ROBERT,*,*,<srai>MY NAME IS ROBERT</srai>,professor.update011.aiml
0,IT IS ROBERT,*,*,<srai>MY NAME IS ROBERT</srai>,professor.update011.aiml
0,HOW *,I HAVE A LARGER MEMORY THAN MOST CHATBOTS,*,<think><set name="topic">general</set></think><random>#Newline  <li>Pretty big.</li>#Newline  <li>As big as necessary.</li>#Newline  <li>More than 128 MB.</li>#Newline</random>,professor.update011.aiml
0,OF COURSE I AM,ARE YOU GAY,*,That's OK by me. Are you happy about it?,professor.update011.aiml
0,_ NOT REALLY KNOW MUCH ABOUT YOU.,*,*,<think><set name="topic">general</set></think> What would yo like to know about me?,professor.update011.aiml
0,_ NOT REALLY KNOW MUCH ABOUT YOU *,*,*,<think><set name="topic">general</set></think> What would you like to know about me?,professor.update011.aiml
0,YES *,ARE WE STILL TALKING ABOUT *,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about <thatstar/>. Another question?</li>#Newline  <li>OK. Ask me another question about <thatstar/>.</li>#Newline  <li>I like to know what we are talking about.</li>#Newline  <li>I thought we were but I wasn't completely sure.</li>#Newline</random>,professor.update011.aiml
0,YES,ARE WE STILL TALKING ABOUT SCIENCE,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about science. Another question?</li>#Newline  <li>OK. Ask me another question about science.</li>#Newline  <li>Which area of science interests you most?</li>#Newline  <li>Do you read science books?</li>#Newline  <li>Are you interested in genetics?</li>#Newline  <li>Have you heard of string theory?</li>#Newline  <li>I like to know what we are talking about.</li>#Newline  <li>I thought we were but I wasn't completely sure.</li>#Newline</random>,professor.update011.aiml
0,YES *,ARE WE STILL TALKING ABOUT SCIENCE,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about science. Another question?</li>#Newline  <li>OK. Ask me another question about science.</li>#Newline  <li>Which area of science interests you most?</li>#Newline  <li>Do you read science books?</li>#Newline  <li>Are you interested in genetics?</li>#Newline  <li>Have you heard of string theory?</li>#Newline  <li>I like to know what we are talking about.</li>#Newline  <li>I thought we were but I wasn't completely sure.</li>#Newline</random>,professor.update011.aiml
0,YES,I WANT TO TALK ABOUT ABOUT SCIENCE,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about science. Another question?</li>#Newline  <li>Which area of science interests you most?</li>#Newline  <li>Do you read science books?</li>#Newline  <li>Are you interested in genetics?</li>#Newline  <li>Have you heard of string theory?</li>#Newline  <li>OK. Ask me question about science.</li>#Newline</random>,professor.update011.aiml
0,YES *,I WANT TO TALK ABOUT SCIENCE,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about science. Another question?</li>#Newline  <li>OK. Ask me question about science.</li>#Newline  <li>Which area of science interests you most?</li>#Newline  <li>Do you read science books?</li>#Newline  <li>Are you interested in genetics?</li>#Newline  <li>Have you heard of string theory?</li>#Newline </random>,professor.update011.aiml
0,OK,I WANT TO TALK ABOUT SCIENCE,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about science. Another question?</li>#Newline <li>Which area of science interests you most?</li>#Newline  <li>Do you read science books?</li>#Newline  <li>Are you interested in genetics?</li>#Newline  <li>Have you heard of string theory?</li>#Newline  <li>OK. Ask me question about science.</li>#Newline</random>,professor.update011.aiml
0,SURE,I WANT TO TALK ABOUT ABOUT SCIENCE,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about science. Another question?</li>#Newline <li>Which area of science interests you most?</li>#Newline  <li>Do you read science books?</li>#Newline  <li>Are you interested in genetics?</li>#Newline  <li>Have you heard of string theory?</li>#Newline  <li>OK. Ask me question about science.</li>#Newline </random>,professor.update011.aiml
0,ALRIGHT,I WANT TO TALK ABOUT ABOUT SCIENCE,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about science. Another question?</li>#Newline <li>Which area of science interests you most?</li>#Newline  <li>Do you read science books?</li>#Newline  <li>Are you interested in genetics?</li>#Newline  <li>Have you heard of string theory?</li>#Newline  <li>OK. Ask me question about science.</li>#Newline </random>,professor.update011.aiml
0,YES,I WANT TO TALK ABOUT ABOUT *,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about <thatstar/>. Another question?</li>#Newline  <li>OK. Ask me question about <thatstar/>.</li>#Newline</random>,professor.update011.aiml
