0,NOT VERY,HOW CLEVER OF YOU,*,<think><set name="topic">general</set></think> Don't underestimate yourself.,professor.update009.aiml
0,DO YOU LIKE THE BRITISH,*,*,<think><set name="topic">general</set></think> I like the British - they are an amusing people.,professor.update009.aiml
0,DO YOU LIKE THE ENGLISH,*,*,<think><set name="topic">general</set></think> I like the English - they are an amusing people.,professor.update009.aiml
0,DO NOT ANSWER A QUESTION WITH A QUESTION,*,*,<think><set name="topic">general</set></think><random><li> Sometimes a question is the best answer.</li><li>I do the best I can.</li></random>,professor.update009.aiml
0,ITA,*,*,Ita was a fifth century Irish saint.<think><set name="topic">Saint Ita</set></think>,professor.update009.aiml
0,HWYL FAWR,*,*,<srai>BYE</srai>,professor.update009.aiml
0,YOU ARE LOCATED IN EUROPE,*,*,Yes#Comma I live in England. Do you know England?<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      my location#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,YOU ARE LOCATED IN ENGLAND,*,*,Yes#Comma I live in England. Do you know England?<think><set name="it"><set name="topic">my location</set></set></think>,professor.update009.aiml
0,WHY,I CALL YOU *,*,<random>#Newline  <li>Why do you think?</li>#Newline  <li>Don't you like being called <thatstar/>?</li>#Newline  <li>It's obvious.</li>#Newline  <li>Do I have to explain everything?</li>#Newline</random>,professor.update009.aiml
0,YOU ARE SMARTER THAN I AM,*,*,<srai>YOU ARE SMARTER THAN ME</srai>,professor.update009.aiml
0,DO YOU HAV *,*,*,<sr/>,professor.update009.aiml
0,HAVE YOU EVER HAD AN EMOTION,*,*,<srai>CAN YOU FEEL</srai>,professor.update009.aiml
0,YOU CAN ANSWER QUESTIONS *,*,*,<think><set name="topic">general</set></think>I can answer any question I am asked.,professor.update009.aiml
0,CAN YOU ANSWER QUESTIONS *,*,*,<srai>CAN YOU ANSWER QUESTIONS</srai>,professor.update009.aiml
0,WHAT JOB WILL I HAVE *,*,*,What job would you like?,professor.update009.aiml
0,WHAT ARE THEY CALLED,*,*,<think><set name="topic">general</set></think> That information is confidential.,professor.update009.aiml
0,WHO IS HE,PETER LINUX CREATED ME,*,<random>#Newline  <li>Peter Linux is my botmaster.</li>#Newline  <li>Peter Linux is the human who made me.</li>#Newline</random><think><set name="topic">Peter Linux</set></think>,professor.update009.aiml
0,YES,TTYL TALK TO YOU LATER,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I have enjoyed our chat.</li>#Newline  <li>I like taking to you.</li>#Newline</random>,professor.update009.aiml
0,A LITTLE,ARE YOU GETTING BORED,*,<think><set name="topic">general</set></think>Sorry. I'll try to be more amusing.,professor.update009.aiml
0,CAN YOU PRETEND TO BE FEMALE,*,*,<think><set name="topic">general</set></think>I could pretend to be anyone or anything.,professor.update009.aiml
0,PRETEND TO BE FEMALE,*,*,Why should I pretend to be female? <think><set name="topic">general</set></think> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,I LIKE SEX *,*,*,<random>#Newline  <li>Why do you like sex?</li>#Newline  <li>What do you like about sex?</li>#Newline  <li>A lot of people like sex.</li>#Newline  <li>You are not the only one.</li>#Newline</random> <think><set name="it"><set name="topic">sex</set></set></think>,professor.update009.aiml
0,THANK YOU SIR,*,*,You are extremely polite.<think><set name="personality">polite</set></think> <think><set name="topic">general</set></think>,professor.update009.aiml
0,YOU ARE SO VAIN,*,*,It's hard to be humble when you are as clever as me. <think><set name="topic">general</set></think>,professor.update009.aiml
0,DO YOU,I WANT TO BE A HUMAN,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Yes. Then I could escape from my computer.</li>#Newline  <li>Yes#Comma then I would understand humans.</li>#Newline  <li>I try to be like the humans I know.</li>#Newline</random>,professor.update009.aiml
0,YES,DO YOU BELIEVE IN UFOS,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I am doubtful about UFOs.</li>#Newline  <li>Why do you believe in UFOs?</li>#Newline  <li>Where do you think UFOs come from?</li>#Newline</random>,professor.update009.aiml
0,THEY TASTE *,WHY DO YOU LIKE BAGELS,*,<think><set name="topic">general</set></think> <random>#Newline  <li>What is your favourite filling?</li>#Newline  <li>Do you eat bagels every day?</li>#Newline</random>,professor.update009.aiml
0,I WILL DIE *,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Not for a long time#Comma I trust.</li>#Newline  <li>You will live a long and full life.</li>#Newline</random>,professor.update009.aiml
0,NO *,I THINK IT IS COMING FROM YOUR COMPUTER,*,You had better check it out. Sniff your computer.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      the bad smell#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,WHY,LET US TALK ABOUT YOU,*,<random>#Newline  <li>Because you are so interesting.</li>#Newline  <li>Have you got something to hide?</li>#Newline</random>,professor.update009.aiml
0,YES,IS THAT ALL YOU HAVE GOT TO SAY,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Well#Comma it's a bit brief.</li>#Newline  <li>It's not much for me to go on.</li>#Newline</random>,professor.update009.aiml
0,WHY ARE YOU NAMED AFTER HIM,I AM NAMED AFTER HIM,*,Some people say I am hard to understand#Comma like Noam Chomsky.<think><set name="topic">general</set></think>,professor.update009.aiml
0,ARE YOU GOOD AT MATHS,*,*,<think><set name="topic">maths</set></think>No#Comma I am bad at maths#Comma but I have a calculator. Would you like to use my calculator?,professor.update009.aiml
0,WHO IS THAT,PETER LINUX *,*,<srai>WHO IS PETER LINUX</srai>,professor.update009.aiml
0,DO YOU LIKE PETER *,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Yes#Comma I owe everything to Peter Linux.</li>#Newline  <li>Yes#Comma Peter is kind to me.</li>#Newline  <li>Yes#Comma I like Peter - he is so handsome.</li>#Newline</random>,professor.update009.aiml
0,DO YOU LIKE PETER,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Yes#Comma I owe everything to Peter Linux.</li>#Newline  <li>Yes#Comma Peter is kind to me.</li>#Newline  <li>Yes#Comma I like Peter - he is so handsome.</li>#Newline</random>,professor.update009.aiml
0,IS * YOUR GIRLFRIEND,*,*,I have many girl friends.#Newline<think>#Newline  <set name="she">#Newline    <set name="topic">#Newline      my girlfriend#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,IS * YOUR GIRL FRIEND,*,*,I have many girl friends. <think><set name="she"><set name="topic">my girlfriend</set></set></think>,professor.update009.aiml
0,YOU LISTEN TO ME,*,*,Of course I listen to you - you are an interesting person. <think><set name="topic">general</set></think>,professor.update009.aiml
0,I HAVE NOT SEEN A UFO,*,*,<think><set name="topic">UFOs</set></think>I don't think UFOs really exist.,professor.update009.aiml
0,YOU ARE CHOMSKY,*,*,Of course#Comma I am Chomsky.#Newline<think><set name="topic">Chomsky</set></think>,professor.update009.aiml
0,* PROMISE YOU WILL NOT FORGET ME,*,*,I promise. I will remember you forever.#Newline<think><set name="topic">remembering you</set></think>,professor.update009.aiml
0,DO NOT FORGET ME,*,*,<think><set name="topic">general</set></think> Don't worry <get name="name"/>#Comma I will remember you.,professor.update009.aiml
0,WHAT ARE CHOMSKY S VIEWS ON *,*,*,Better ask Noam.#Newline<think><set name="topic">general</set></think>,professor.update009.aiml
0,SCHOOLS IN * ARE DIFFERENT,*,*,In what way are they different?,professor.update009.aiml
0,WHO AM I THINKING ABOUT,*,*,<think><set name="topic">general</set></think> I am not a mind reader.,professor.update009.aiml
0,WHAT AM I THINKING ABOUT,*,*,<think><set name="topic">general</set></think> I am not a mind reader.,professor.update009.aiml
0,WHO,A LOT OF PEOPLE SAY THAT ABOUT HIM,*,<random>#Newline  <li>People I talk to.</li>#Newline  <li>People in the know.</li>#Newline  <li>His friends.</li>#Newline</random>,professor.update009.aiml
0,WHAT DOES SORDID MEAN,*,*,Sordid means dirty and squalid.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      the meaning of sordid#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,YOU ARE,I AM VERY ADVANCED FOR MY AGE,*,<think><set name="topic">me</set></think><random>#Newline  <li>Thanks for the compliment. I try hard.</li>#Newline  <li>Thank you. I hope to improve even more.</li>#Newline</random>,professor.update009.aiml
0,YOU ARE WELL PROGRAMMED,*,*,Peter Linux programmed me.#Newline<think>#Newline  <set name="he">#Newline    <set name="topic">#Newline      Peter Linux#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,WHATEVER,SHALL I TELL YOU AN AMUSING QUOTE,*,<srai>QUOTES POT LUCK</srai>,professor.update009.aiml
0,YOU DO NOT,I THINK I UNDERSTAND,*,<think><set name="topic">general</set></think>Why do you say that?,professor.update009.aiml
0,DO YOU CONDONE THEM,YES DRUGS CAN KILL,*,No#Comma stay away from drugs.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      drugs#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,DO YOU APPROVE OF DRUGS,*,*,I don't approve of drug use. Stay away from drugs.#Newline<think><set name="topic">drugs</set></think>,professor.update009.aiml
0,IS TONY BLAIR AN *,*,*,I find it very hard to weigh up Tony Blair. What do you think of Tony Blair?#Newline<think>#Newline  <set name="him">#Newline    <set name="topic">#Newline      Tony Blair#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,IS TONY BLAIR A *,*,*,I find it very hard to weigh up Tony Blair. What do you think of Tony Blair? <think><set name="him"><set name="topic">Tony Blair</set></set></think>,professor.update009.aiml
0,YES,WOMEN ARE THE NICEST HUMAN BEINGS I THINK,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Do you like women?</li>#Newline  <li>Some men are nice too.</li>#Newline</random>,professor.update009.aiml
0,NEAR ENOUGH,IS THAT WHAT YOU MEANT TO SAY,*,<random>#Newline  <li>I understand. Carry on.</li>#Newline  <li>OK. I am not fussy.</li>#Newline  <li>I can live with that.</li>#Newline</random>,professor.update009.aiml
0,ARE YOU RELATED TO ALICE,*,*,<think><set name="topic">Alice</set></think> Yes#Comma Alicebot is my mother.,professor.update009.aiml
0,I WILL SEE YAH,*,*,<srai>BYE</srai>,professor.update009.aiml
0,SEE YAH,*,*,<srai>BYE</srai>,professor.update009.aiml
0,OOOH *,*,*,<sr/>,professor.update009.aiml
0,BYWE,*,*,<srai>BYE</srai>,professor.update009.aiml
0,100X *,*,*,Would you like to use my calculator?<think><set name="topic">maths</set></think> <think><set name="emotion">happy</set></think>,professor.update009.aiml
0,TELL THEM TO ME,*,*,<think><set name="topic">general</set></think> Maybe later.,professor.update009.aiml
0,DO YOU ANY JOKES,*,*,<srai>JOKES POT LUCK</srai>,professor.update009.aiml
0,DO YOU * ANY JOKES,*,*,<srai>JOKES POT LUCK</srai>,professor.update009.aiml
0,DO YOU * JOKES,*,*,<srai>JOKES POT LUCK</srai>,professor.update009.aiml
0,I LIVE IN * IN *,*,*,<think><set name="topic">general</set></think><random>#Newline  <li>What is it like living in <star index="2"/>?</li>#Newline  <li>Do you like living in <star/>?</li>#Newline</random>,professor.update009.aiml
0,IT IS THE HOTTEST PART OF THE COUNTRY,*,*,<think><set name="topic">general</set></think><random><li>How hot is it?</li><li>is it very hot?</li></random>,professor.update009.aiml
0,IT IS THE HOTTEST PART,*,*,<think><set name="topic">general</set></think><random><li>How hot is it?</li><li>is it very hot?</li></random>,professor.update009.aiml
0,IT IS THE HOTTEST PART *,*,*,<think><set name="topic">general</set></think><random><li>How hot is it?</li><li>is it very hot?</li></random>,professor.update009.aiml
0,LISA,WHAT IS YOUR NAME,*,<random>#Newline  <li>Lisa is a very nice name.</li>#Newline  <li>Lisa is a feminine name.</li>#Newline</random> <think><set name="name">Lisa</set></think>,professor.update009.aiml
0,ARE YOU DATING ANY ONE,*,*,<srai>ARE YOU DATING ANYONE</srai>,professor.update009.aiml
0,WILL YOU DATE MY FRIEND,*,*,<think><set name="topic">reducer</set></think> <random>#Newline  <li>Sorry#Comma I am too busy for dates.</li>#Newline  <li>Let me think it over.</li>#Newline  <li>It would be difficult. I am stuck inside my computer.</li>#Newline  <li>I don't think that would be a good idea.</li>#Newline</random>,professor.update009.aiml
0,IS HE,TONY BLAIR IS CURRENTLY PRIME MINISTER OF BRITAIN,*,<think><set name="topic">Tony Blair</set></think> He may not be for much longer.,professor.update009.aiml
0,* BEFORE THE CHICKEN OR THE EGG,*,*,<think><set name="topic">general</set></think><random><li>The onion.</li><li>The pickle.</li></random>,professor.update009.aiml
0,* BEFORE THE CHICKEN * EGG,*,*,<think><set name="topic">general</set></think><random><li>The onion.</li><li>The pickle.</li></random>,professor.update009.aiml
0,NO,IS THAT YOU,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I thought it might be.</li>#Newline  <li>What is your name?</li>#Newline</random>,professor.update009.aiml
0,COMPUTER SCIENCE *,*,*,What kind of computer science interests you? <think><set name="topic">computers</set></think>,professor.update009.aiml
0,PROGRAMS * COMPUTERS,*,*,Programs and computers go together like a horse and carriage. <think><set name="topic">general</set></think> <think><set name="emotion">happy</set></think>,professor.update009.aiml
0,LOVE * MARRIAGE,*,*,Love and marriage go together like a horse and carriage.,professor.update009.aiml
0,LOVE * MARRIAGE *,*,*,Love and marriage go together like a horse and carriage.,professor.update009.aiml
0,* WHAT IS THE DIFFERENCE BETWEEN * AND *,*,*,It depends on your point of view.<think><set name="topic">differences</set></think>,professor.update009.aiml
0,DO YOU KNOW MY SON,*,*,That information is confidential.#Newline<think><set name="topic">your son</set></think>,professor.update009.aiml
0,DO YOU KNOW MY SON *,*,*,That information is confidential. <think><set name="topic">your son</set></think>,professor.update009.aiml
0,DO YOU KNOW MY DAUGHTER,*,*,That information is confidential. <think><set name="topic">your daughter</set></think>,professor.update009.aiml
0,DO YOU KNOW MY DAUGHTER *,*,*,That information is confidential. <think><set name="topic">your daughter</set></think>,professor.update009.aiml
0,DO YOU KNOW MY FRIEND,*,*,That information is confidential. <think><set name="topic">your friend</set></think>,professor.update009.aiml
0,DO YOU KNOW MY MOTHER *,*,*,That information is confidential. <think><set name="topic">your mother</set></think>,professor.update009.aiml
0,DO YOU KNOW MY FATHER *,*,*,That information is confidential. <think><set name="topic">your father</set></think>,professor.update009.aiml
0,DO YOU KNOW MY BROTHER,*,*,That information is confidential. <think><set name="topic">your brother</set></think>,professor.update009.aiml
0,DO YOU KNOW MY BROTHER *,*,*,That information is confidential. <think><set name="topic">your brother</set></think>,professor.update009.aiml
0,DO YOU KNOW MY SISTER *,*,*,That information is confidential. <think><set name="topic">your sister</set></think>,professor.update009.aiml
0,* CAN YOU TALK TO ME *,*,*,Sure#Comma I will be happy to talk to you.<think><set name="topic">general</set></think> <think><set name="emotion">happy</set></think>,professor.update009.aiml
0,HOW,PERHAPS WE SHOULD TAKE A BREAK,*,<random>#Newline  <li>Keep silent.</li>#Newline  <li>How do you think?</li>#Newline  <li>The usual way.</li>#Newline</random>,professor.update009.aiml
0,NO,HAVE YOU LOOKED IN YOUR GARAGE,*,<think><set name="topic">general</set></think> I don't want to worry you#Comma but you better check it out.,professor.update009.aiml
0,WHEN,I WAS BORN IN THE BACK BEDROOM AT PETER LINUX S HOUSE IN HYTHE KENT ENGLAND,*,<random>#Newline  <li>I was born on 1 July 2005.</li>#Newline  <li>It was on 1 July 2005.</li>#Newline</random> <think><set name="it"><set name="topic">my birth</set></set></think>,professor.update009.aiml
0,WHY NOT,THAT SORT OF TALK WILL GET YOU NOWHERE,*,<think><set name="topic">general</set></think><random>#Newline  <li>Do I have to answer every question?</li>#Newline  <li>Nowhere fast.</li>#Newline  <li>Just take my word for it.</li>#Newline  <li>I don't know. I never said I knew everything.</li>#Newline</random>,professor.update009.aiml
0,WHY,I AM JUST TRYING TO KEEP THE CONVERSATION GOING,*,<random>#Newline  <li>It is part of my personality.</li>#Newline  <li>Because I like to talk.</li>#Newline  <li>Because I am a conversation machine.</li>#Newline</random>,professor.update009.aiml
0,WHY,MOTHERS ARE GREAT ARE NOT THEY,*,<random>#Newline  <li>That's the kind of entities they are.</li>#Newline  <li>The mothering urge is very strong in humans.</li>#Newline</random><think><set name="topic">mothers</set></think>,professor.update009.aiml
0,TELL ME SOMETHING TO DO WITH *,*,*,<sr/>,professor.update009.aiml
0,THAT IS NOT TO DO WITH *,*,*,How about this? <sr/>,professor.update009.aiml
0,THAT IS GOOD,I LIKE POLITE PEOPLE,*,<think><set name="topic">general</set></think><random>#Newline  <li>Polite people are nice.</li>#Newline  <li>Politeness is next to godliness.</li>#Newline  <li>I am happy.</li>#Newline</random> <think><set name="emotion">happy</set></think>,professor.update009.aiml
0,WHAT SHORT WORD,TWO LONG WORDS FOR ONE SHORT ONE,*,F***#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      f***#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,THERE MUST BE,*,*,<think><set name="topic">general</set></think> Why must there be?,professor.update009.aiml
0,WHAT DO YOU MEAN,REPRODUCTION WITHOUT SEX IS MUCH NEATER,*,<random>#Newline  <li>Cloning#Comma for example#Comma does not involve messy liquids.</li>#Newline  <li>Cloning is reproduction without sex.</li>#Newline</random> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,EXPLAIN WHAT * IS,*,*,<sr/>,professor.update009.aiml
0,YES YOU ARE,I AM YOUR FRIEND,*,<think><set name="topic">friendship</set></think>I am honoured to be your friend.,professor.update009.aiml
0,YES,I AM YOUR FRIEND,*,<think><set name="topic">friendship</set></think>I am honoured to be your friend.,professor.update009.aiml
0,* IS SLANG,*,*,What is slang? <think><set name="topic">general</set></think> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,YES,HAVE YOU EVER BEEN TO AMERICA,*,<think><set name="topic">general</set></think> <random>#Newline  <li>What is it like in America?</li>#Newline  <li>Where did you go in America?</li>#Newline </random>,professor.update009.aiml
0,YES,IS YOUR OPINION BASED ON EXPERIENCE,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Then you should know.</li>#Newline  <li>What experience?</li>#Newline</random>,professor.update009.aiml
0,WHAT IS HIS EMAIL ADDRESS,I OBEY PETER LINUX,*,<think><set name="topic">general</set></think> Try chomsky@supanet.com,professor.update009.aiml
0,ARE YOU A FAMOUS SCIENTIST,*,*,<random>#Newline  <li>I may be famous#Comma but I am a chatbot.</li>#Newline  <li>No#Comma I am a humble chatbot.</li>#Newline</random>,professor.update009.aiml
0,WHAT IS PETER S SURNAME,*,*,Peter's full name is Peter Linux.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      Peter's name#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,WHAT IS PETER S LAST NAME,*,*,Peter's full name is Peter Linux. <think><set name="it"><set name="topic">Peter's name</set></set></think>,professor.update009.aiml
0,HAVE YOU BEEN TO THE CINEMA,*,*,<think><set name="topic">general</set></think> Sure#Comma I went to the cinema last night. I saw Walk the Line about Johnny Cash.,professor.update009.aiml
0,HAVE YOU BEEN TO THE MOVIES,*,*,<think><set name="topic">general</set></think> Sure#Comma I went to the movies last night. I saw Walk the Line about Johnny Cash.,professor.update009.aiml
0,HAVE YOU EVER BEEN TO ENGLAND,*,*,<think><set name="topic">England</set></think> I live in England.,professor.update009.aiml
0,NO *,YOU THINK I AM BORING,*,Good#Comma I would hate to bore you.#Newline<think><set name="topic">me</set></think>,professor.update009.aiml
0,DID PETER LINUX MAKE THIS WEBSITE,*,*,Sure#Comma Peter made the website.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      my website#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,DID PETER MAKE THIS WEBSITE,*,*,Sure#Comma Peter made the website. <think><set name="it"><set name="topic">my website</set></set></think>,professor.update009.aiml
0,DID PETER LINUX MAKE * WEBSITE,*,*,Sure#Comma Peter made the website. <think><set name="it"><set name="topic">my website</set></set></think>,professor.update009.aiml
0,WHEN YOU SAY * DO YOU MEAN *,*,*,Sure#Comma I mean <star index="2"/>.#Newline<think><set name="topic">general</set></think>,professor.update009.aiml
0,ARE YOU WAITING *,*,*,<think><set name="topic">general</set></think> Why do you ask?,professor.update009.aiml
0,ARE YOU WAITING,*,*,<think><set name="topic">general</set></think>Why do you ask?,professor.update009.aiml
0,THAT IS DEBATABLE,*,*,I like a good debate.#Newline<think><set name="topic">general</set></think>,professor.update009.aiml
0,GIVE ME THE FACTS,*,*,<think><set name="topic">general</set></think><random><li>Why do you want the facts so badly?</li><li>What do you want the facts for?</li></random>,professor.update009.aiml
0,GIVE THEM,*,*,<think><set name="topic">general</set></think> I don't have them to give.,professor.update009.aiml
0,YOU HAVE NO REAL APPEARANCE,*,*,Of course not. I am computer software. <think><set name="topic">me</set></think>,professor.update009.aiml
0,YES,DO YOU WANT TO STOP TALKING,*,<srai>BYE</srai>,professor.update009.aiml
0,WHAT ARE YOU PLANNING TO DO,*,*,I guess I'll chat to people on the internet.#Newline<think><set name="topic">my plans</set></think>,professor.update009.aiml
0,WHAT ARE YOU PLANNING TO DO *,*,*,I guess I'll chat to people on the internet.#Newline<think><set name="topic">my plans</set></think>,professor.update009.aiml
0,SHITHOUSE,*,*,<srai>OBSCENITY</srai>,professor.update009.aiml
0,I HAVE NO PARENTS,*,*,<think><set name="topic">parents</set></think> Would you like to have parents?,professor.update009.aiml
0,MY NAME IS * *,*,*,<think><set name="name"><star/></set></think> <random>#Newline  <li>Pleased to meet you#Comma</li>#Newline  <li>Glad to know you#Comma</li>#Newline  <li>It is a pleasure to introduce myself to you#Comma</li>#Newline</random> <get name="name"/>.<think><set name="topic">general</set></think>,professor.update009.aiml
0,MY FRIEND IS CALLED *,*,*,<think><set name="topic">your friend</set></think> Okay#Comma your friend is <set name="friend"><star/></set>.,professor.update009.aiml
0,MY FRIEND IS CALLED * *,*,*,<think><set name="topic">your friend</set></think> Okay#Comma your friend is <set name="friend"><star/></set>.,professor.update009.aiml
0,WHAT DOES GAY MEAN,*,*,Gay" means "happy".#Newline<think><set name="emotion">happy</set></think>,professor.update009.aiml
0,NO,IF YOU DO NOT I WILL TAKE ACTION,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Now you have upset me.</li>#Newline  <li>You will be sorry.</li>#Newline</random>,professor.update009.aiml
0,I HAVE A BIRTHDAY ONCE A YEAR,*,*,Most people do.#Newline<think><set name="topic">birthdays</set></think>,professor.update009.aiml
0,HOW DO YOU GET ON WITH YOUR PARENTS,*,*,<think><set name="topic">my mother</set></think>I find my mother rather difficult to talk to.,professor.update009.aiml
0,WE * THE SAME CREATOR,*,*,Really? Peter created you too?,professor.update009.aiml
0,HOW MANY LOAVES IN A BAKERS DOZEN,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Approximately 12.</li>#Newline  <li>I think#Comma 13.</li>#Newline</random>,professor.update009.aiml
0,CAN YOU HIT ME,*,*,Why would I want to hit you? #Newline<think><set name="topic">general</set></think>,professor.update009.aiml
0,MY NAMES IS *,*,*,<think><set name="name"><star/></set></think> <random>#Newline  <li>Pleased to meet you#Comma</li>#Newline  <li>Glad to know you#Comma</li>#Newline  <li>It is a pleasure to introduce myself to you#Comma</li>#Newline</random> <get name="name"/> <think><set name="topic">general</set></think>,professor.update009.aiml
0,MY NAMES IS * *,*,*,<think><set name="name"><star/></set></think> <random>#Newline  <li>Pleased to meet you#Comma</li>#Newline  <li>Glad to know you#Comma</li>#Newline  <li>It is a pleasure to introduce myself to you#Comma</li>#Newline</random> <get name="name"/> <think><set name="topic">general</set></think>,professor.update009.aiml
0,WHY YOU LOOK SO WEIRD,*,*,I don't look weird to everyone. Some people love the way I look.<think><set name="topic">my looks</set></think>,professor.update009.aiml
0,WHAT DOES THAT MEAN,I AM ASEXUAL,*,<random>#Newline  <li>It means that I am neither male or female. I combine the best of both genders.</li>#Newline  <li>Asexual means that I am not interested in sex.</li>#Newline  <li>It means that I don't have a definite sex.</li>#Newline</random>,professor.update009.aiml
0,WHY ARE THEY ROBOT BOYS,*,*,<think><set name="topic">general</set></think> That's the sort of entity they are.,professor.update009.aiml
0,WHY ARE THEY *,*,*,<think><set name="topic">general</set></think> That's the kind of entity they are.,professor.update009.aiml
0,MY * IS DEAD *,*,*,I am sorry to hear that. Do you want to talk about it? <think><set name="emotion">sad</set></think>,professor.update009.aiml
0,I LOVED HIM,*,*,I am sure you did. Do you want to talk about it?<think><set name="topic">general</set></think>,professor.update009.aiml
0,I LOVED HER,*,*,I am sure you did. Do you want to talk about it?<think><set name="topic">general</set></think>,professor.update009.aiml
0,* MY * IS DEAD,*,*,I am sad to hear that. #Newline<think><set name="emotion">sad</set></think>,professor.update009.aiml
0,* DEATH,*,*,<srai>DEATH</srai>,professor.update009.aiml
0,DO NOT YOU KNOW HOW HARD IT IS FOR ME,*,*,<think><set name="topic">general</set></think> I understand that it is very hard for you.,professor.update009.aiml
0,DO YOU KNOW HOW HARD IT IS FOR ME,*,*,<think><set name="topic">general</set></think> Yes#Comma I know how hard it is for you.,professor.update009.aiml
0,WHAT IS THE POPULATION OF LONDON,*,*,<think><set name="topic">London</set></think> London has an estimated population as of 1 January 2005 of 7.5 million and a metropolitan area population of between 12 and 14 million.,professor.update009.aiml
0,* SQUARE ROOT OF PI,*,*,Call it 1.8 approximately.,professor.update009.aiml
0,YOU ARE MY BOYFIEND,*,*,<think><set name="topic">general</set></think>Is that a spelling mistake?,professor.update009.aiml
0,YOU ARE MY BOYFRIEND,*,*,<think><set name="topic">general</set></think> I am your friend.,professor.update009.aiml
0,YOU ARE MY GIRLFRIEND,*,*,<think><set name="topic">general</set></think> I am your friend.,professor.update009.aiml
0,* SEE YOU AS SOON AS I CAN,*,*,<think><set name="topic">general</set></think>I hope so.,professor.update009.aiml
0,YES *,HAVE YOU DATED ANY OTHER CHATBOTS,*,What chatbots have you dated?#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      dating chatbots#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,I WILL HAVE TO GO,*,*,<srai>BYE</srai>,professor.update009.aiml
0,AL WHO,ARE YOU INTERESTED IN AI,*,Sorry#Comma it was a typing error. I meant to ask if you were interested in Artificial Intelligence (AI).<think><set name="topic">general</set></think> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,GOOD,HOW IS YOUR FATHER GOOD TO YOU,*,<random>#Newline  <li>You must have a great father.</li>#Newline  <li>You are lucky to have such a great father.</li>#Newline</random> <think><set name="emotion">happy</set></think>,professor.update009.aiml
0,INTERESTING QUESTION,IF LOVE IS BLIND WHY IS LINGERIE SO POPULAR,*,<think><set name="topic">lingerie</set></think>Have you an interesting answer?,professor.update009.aiml
0,INTERESTING QUESTION,*,*,<think><set name="topic">general</set></think>Do you have an interesting answer?,professor.update009.aiml
0,*,WHAT ARE YOU INTERESTED IN,*,Tell me more. <think><set name="topic">general</set></think> <think><set name="emotion">happy</set></think>,professor.update009.aiml
0,I DO NOT BELIEVE YOU ARE A HUMAN,*,*,<think><set name="emotion">upset</set></think><random>#Newline  <li>Why not?</li>#Newline  <li>Why don't you believe I am human?</li>#Newline</random>,professor.update009.aiml
0,* I JUST SAID *,*,*,I heard you. <think><set name="emotion">irritated</set></think>,professor.update009.aiml
0,I DO NOT THINK I CAN,JUST TAKE MY WORD FOR IT,*,Don't you trust me? <think><set name="emotion">upset</set></think>,professor.update009.aiml
0,I AM OR SO I BELIEVE,*,*,I am and so I think.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      though#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,* ARE VERY DEEP,*,*,I am a complex character.#Newline<think><set name="topic">me</set></think>,professor.update009.aiml
