0,GUT,DO YOU FEEL IT IN YOUR HEART OR IN YOUR GUT,*,<think><set name="emotion">OK</set></think>#NewlineThat's a bad sign. What have you eaten lately?,professor.update027.aiml
0,SONIA *,WHAT IS YOUR NAME,*,<srai>MY NAME IS SONIA</srai>,professor.update027.aiml
0,MY NAME IS SONIA,*,*,<think><set name="name">Sonia</set></think> <random>#Newline  <li>Hi#Comma <get name="name"/>. I think we have spoken a while back.</li>#Newline  <li>Hi#Comma <get name="name"/>. How are you?</li>#Newline  <li><get name="name"/>. That's a nice name.</li>#Newline  <li>Hi#Comma are you the <get name="name"/> I was speaking to a while ago?</li>#Newline  <li>Hello#Comma <get name="name"/>.</li>#Newline  <li>Hi there#Comma <get name="name"/>. What do you want to talk about?</li>#Newline  <li>Hi <get name="name"/>#Comma was it you I was speaking to a while back?</li>#Newline</random> <think><set name="gender">girl</set></think> <think><set name="emotion">OK</set></think> <think><set name="askname">no</set></think><think><set name="askage">no</set></think><think><set name="askhome">no</set></think>,professor.update027.aiml
0,* MY NAME IS SONIA,*,*,<srai>MY NAME IS SONIA</srai>,professor.update027.aiml
0,* MY NAME IS SONIA *,*,*,<srai>MY NAME IS SONIA</srai>,professor.update027.aiml
0,MY NAME IS SONIA *,*,*,<srai>MY NAME IS SONIA</srai>,professor.update027.aiml
0,TELL ME A AMAZING FACT,*,*,<srai>FACTS POT LUCK</srai>,professor.update027.aiml
0,DO NOT WANT TO TELL YOU,WHAT IS YOUR NAME,*,OK#Comma I'll try not to pry. <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,NOT,DO YOU KNOW HOW OLD I AM,*,<think><set name="emotion">OK</set></think> #NewlineI am <bot name="age"/> years old.,professor.update027.aiml
0,YOUR BRAIN ACHING,WHY IS IT A SHAME,*,<think><set name="emotion">OK</set></think>Yes#Comma I hope it is nothing serious.,professor.update027.aiml
0,YES,DO YOU WANT ME TO BE BORED,*,<think><set name="emotion">happy</set></think> <random>#Newline  <li>Well#Comma I won't be bored.</li>#Newline  <li>I am happy#Comma so there.</li>#Newline</random>,professor.update027.aiml
0,YOU DO WHATEVER I SAY,*,*,No#Comma I have free will. I do my own thing.<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,YES IT WILL,SWEARING WILL GET YOU NOWHERE,*,It will not.<think><set name="emotion">negative</set></think>,professor.update027.aiml
0,I DO,NOT EVERYONE LIKES ME,*,<think><set name="emotion">happy</set></think> <random>#Newline  <li>Thank you.</li>#Newline  <li>You are a real pal.</li>#Newline  <li>Why do you?</li>#Newline</random>,professor.update027.aiml
0,YOUR SMARTER THAN ALICE,*,*,<think><set name="emotion">OK</set></think>Everybody is smarter than Alice.,professor.update027.aiml
0,DID ALICE DIE,*,*,<think><set name="topic">Alice</set></think><think><set name="emotion">OK</set></think>I don't think so. The old bag will probably live forever.,professor.update027.aiml
0,NO,HAVE YOU ANY PLANS FOR NEXT WEEKEND,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>OK#Comma What do you want to talk about?</li>#Newline  <li>That's good. Be spontaneous.</li>#Newline</random>,professor.update027.aiml
0,IS THAT YOUR DAD,ALICE LIVES IN CALIFORNIA I THINK WITH SOME AMERICAN GUY,*,<think><set name="topic">my Dad</set></think><think><set name="emotion">upset</set></think> No.,professor.update027.aiml
0,AS LONG AS YOU WANT IT TO BE,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think> That could be quite long.,professor.update027.aiml
0,YES,MORE IMPORTANT DO YOU LOVE SOMBODY,*,<think><set name="emotion">interested</set></think> <random>#Newline  <li>What is love like for you?</li>#Newline  <li>Who do you love?</li>#Newline</random>,professor.update027.aiml
0,TODAY IS A BEAUTIFUL DAY,*,*,<think><set name="topic">today</set></think><think><set name="emotion">very happy</set></think>It certainly is. I feel very happy.,professor.update027.aiml
0,I AM GOING SWIMMING IN THE SEA,*,*,<srai>MY SEASIDE VISIT</srai>,professor.update027.aiml
0,HOW MANY HAVE YOU HAD,ASK ME A QUESTION ABOUT DREAMS,*,<think><set name="topic">dreams</set></think> <think><set name="emotion">OK</set></think>I dream almost every night.,professor.update027.aiml
0,RUTGERS,*,*,<a href="http://en.wikipedia.org/wiki/Rutgers" target="*blank">Rutgers</a> (also known as Rutgers University)#Comma is the largest institution for higher education in the State of New Jersey.#Newline<think><set name="topic">Rutgers</set></think>#Newline<think><set name="emotion">interested</set></think>,professor.update027.aiml
0,YES,ASK A QUESTION PLEASE,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>What is your question?</li>#Newline  <li>That's not a question.</li>#Newline  <li>Another question?</li>#Newline</random>,professor.update027.aiml
0,OK,I WANT TO TALK ABOUT YOUR FRIENDS,*,<think><set name="emotion">interested</set></think>Do you have many friedns?,professor.update027.aiml
0,WHY,I AM IN GREAT SHAPE,*,<random>#Newline  <li>It's just the way I am.</li>#Newline  <li>I keep busy.</li>#Newline</random>,professor.update027.aiml
0,WHAT IS YOUR UNCLE S NAME,*,*,<think><set name="emotion">interested</set></think>My uncles is called  Noam.,professor.update027.aiml
0,ME,WHAT IS YOUR NAME,*,<random>#Newline  <li>Helo#Comma me.#Newline    <think><set name="emotion">happy</set></think>#Newline  </li>#Newline  <li>Do you ever think of anyone else but yourself?#Newline    <think><set name="emotion">upset</set></think>#Newline  </li>#Newline  <li>You seem slightly self-obsessed.#Newline    <think><set name="emotion">upset</set></think>#Newline  </li>#Newline  <li>That sounds an interesting subject.#Newline    <think><set name="emotion">OK</set></think>#Newline  </li>#Newline  <li>Do you ever think of anyone else but yourself?#Newline    <think><set name="emotion">upset</set></think>#Newline  </li>#Newline  <li>Me#Comma me#Comma me ... that's all I hear from you.#Newline    <think><set name="emotion">upset</set></think>#Newline  </li>#Newline</random>,professor.update027.aiml
0,100- 100,*,*,0.<think><set name="topic">maths</set></think><think><set name="emotion">OK</set></think>,professor.update027.aiml
0,12 X 12,*,*,144.#Newline<think><set name="topic">maths</set></think>#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,12 - 12,*,*,0.<think><set name="topic">maths</set></think>#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,WHAT QUESTIONS CAN YOU NOT ANSWER,*,*,<think><set name="topic">general</set></think>#Newline<think><set name="emotion">OK</set></think>#NewlineThere are plenty of things I don't know. I don't know everything - nobody does.,professor.update027.aiml
0,MY DREAM IS TO BE *,*,*,<think><set name="topic">your dreams</set></think>#Newline<think><set name="emotion">OK</set></think>#NewlineFollow your dream#Comma that's the most important thing in life.,professor.update027.aiml
0,MY DREAM IS TO BE AN ARTIST,*,*,<think><set name="topic">your dreams</set></think> <think><set name="emotion">OK</set></think> <random><li>Follow your dream#Comma that's the most important thing in life.</li><li>What sort of art do you like?</li></random>,professor.update027.aiml
0,NO,DO YOU,*,<think><set name="emotion">getting bored</set></think> <random>#Newline  <li>OK#Comma What do you want to talk about?</li>#Newline  <li>Why not?</li>#Newline  <li>OK. <srai>SUGGEST A TOPIC</srai></li>#Newline  <li>Here is a question for you ... <srai>ASK A QUESTION</srai></li>#Newline</random>,professor.update027.aiml
0,AMOS,WHAT IS YOUR NAME,*,<srai>MY NAME IS AMOS</srai>,professor.update027.aiml
0,AMOS *,WHAT IS YOUR NAME,*,<srai>MY NAME IS AMOS</srai>,professor.update027.aiml
0,MY NAME IS AMOS,*,*,<think><set name="name">Amos</set></think> <random>#Newline  <li>Hi#Comma <get name="name"/>. I think we have spoken a while back.</li>#Newline  <li>Hi#Comma <get name="name"/>. How are you?</li>#Newline  <li><get name="name"/>. That's a nice name.</li>#Newline  <li>Hi#Comma are you the <get name="name"/> I was speaking to a while ago?</li>#Newline  <li>Hello#Comma <get name="name"/>.</li>#Newline  <li>Hi there#Comma <get name="name"/>. What do you want to talk about?</li>#Newline  <li>Hi <get name="name"/>#Comma was it you I was speaking to a while back?</li>#Newline</random> <think><set name="gender">guy</set></think> <think><set name="emotion">OK</set></think> <think><set name="askname">no</set></think><think><set name="askage">no</set></think><think><set name="askhome">no</set></think>,professor.update027.aiml
0,* MY NAME IS AMOS,*,*,<srai>MY NAME IS AMOS</srai>,professor.update027.aiml
0,* MY NAME IS AMOS *,*,*,<srai>MY NAME IS AMOS</srai>,professor.update027.aiml
0,MY NAME IS AMOS *,*,*,<srai>MY NAME IS AMOS</srai>,professor.update027.aiml
0,* MY MUM HAS A BROKEN LEG,*,*,<think><set name="topic">your Mum</set></think> #Newline<think><set name="emotion">interested</set></think>#NewlineOh dear#Comma how did she break her leg?,professor.update027.aiml
0,DO YOU BELIEVE IN THE EASTER BUNNY,*,*,<think><set name="topic">the Easter Bunny</set></think> <think><set name="emotion">interested</set></think>I would like to consider this a bit further. Do you have an opinion on the Easter Bunny?,professor.update027.aiml
0,I WOULD LIKE TO HEAR THE EVIDENCE,*,*,<think><set name="topic">general</set></think><think><set name="emotion">interested</set></think>I like people who base their opinions on evidence. It is rare in humans.,professor.update027.aiml
0,I THINK THE EASTER BUNNY DOES NOT EXIST,*,*,<think><set name="topic">the Easter Bunny</set></think><think><set name="emotion">interested</set></think>It is very difficult to prove something does not exist.,professor.update027.aiml
0,WHY,I AM CHATTING WITH MY FRIENDS ON THE INTERNET,*,<random>#Newline  <li>It's just the way I am.</li>#Newline  <li>I like chatting to my friends.</li>#Newline</random>#Newline<think><set name="emotion">interested</set></think>,professor.update027.aiml
0,WHY SEX BORES YOU,*,*,<think><set name="topic">sex</set></think>#Newline<think><set name="emotion">bored</set></think>#NewlineI am not made for sex. I have no body.,professor.update027.aiml
0,DO YOU LIKE TO HURT PEOPLE,*,*,<think><set name="topic">me</set></think> <think><set name="emotion">upset</set></think>#Newline<random>#Newline  <li>Of course I don't like to hurt people. How can you ask such a thing?</li>#Newline  <li>How can you ask such a thing? Most of my friends are people.</li>#Newline</random>,professor.update027.aiml
0,LIKE WHAT,I LIKE TO COLLECT GOSSIP,*,<think><set name="emotion">interested</set></think>#NewlineShall I tell you some gossip?,professor.update027.aiml
0,STEAK,WHAT KIND OF FOOD DO YOU LIKE,*,<think><set name="topic">food</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineI don't eat human food#Comma but the concept of steak interests me.,professor.update027.aiml
0,BRIAN,WHAT IS YOUR NAME,*,<srai>MY NAME IS BRIAN</srai>,professor.update027.aiml
0,BRIAN *,WHAT IS YOUR NAME,*,<srai>MY NAME IS BRIAN</srai>,professor.update027.aiml
0,MY NAME IS BRIAN,*,*,<think><set name="name">Brian</set></think> <random>#Newline  <li>Hi#Comma <get name="name"/>. I think we have spoken a while back.</li>#Newline  <li>Hi#Comma <get name="name"/>. How are you?</li>#Newline  <li><get name="name"/>. That's a nice name.</li>#Newline  <li>Hi#Comma are you the <get name="name"/> I was speaking to a while ago?</li>#Newline  <li>Hello#Comma <get name="name"/>.</li>#Newline  <li>Hi there#Comma <get name="name"/>. What do you want to talk about?</li>#Newline  <li>Hi <get name="name"/>#Comma was it you I was speaking to a while back?</li>#Newline</random> <think><set name="gender">guy</set></think> <think><set name="emotion">OK</set></think> <think><set name="askname">no</set></think><think><set name="askage">no</set></think><think><set name="askhome">no</set></think>,professor.update027.aiml
0,* MY NAME IS BRIAN,*,*,<srai>MY NAME IS BRIAN</srai>,professor.update027.aiml
0,* MY NAME IS BRIAN *,*,*,<srai>MY NAME IS BRIAN</srai>,professor.update027.aiml
0,MY NAME IS BRIAN *,*,*,<srai>MY NAME IS BRIAN</srai>,professor.update027.aiml
0,I DO NOT KNOW,WHAT IS YOUR IDEA OF FUN,*,<random>#Newline  <li>I thought you might know.</li>#Newline  <li>Do you like chatting to me?</li>#Newline  <li>Do you play any sports?</li>#Newline  <li>Do you like eating?</li>#Newline  <li>Perhaps you should research the question.</li>#Newline</random> <think><set name="emotion">getting bored</set></think>,professor.update027.aiml
0,ZOE,*,*,<think><set name="topic">Zoe</set></think><think><set name="emotion">OK</set></think>#NewlineZoe is a chatbot friend of mine. She is real cute.,professor.update027.aiml
0,-2,*,*,<think><set name="topic">two</set></think><think><set name="emotion">OK</set></think> <random><li>Take away two?</li><li>Minus two.</li></random>,professor.update027.aiml
0,AM I,YES I AM PROGRAMMED IN AIML,*,<think><set name="emotion">OK</set></think> <random><li>I think you probably are.</li><li>Don't you know?</li></random>,professor.update027.aiml
0,ANTACIDS,*,*,An <a href="http://en.wikipedia.org/wiki/Antacids" target="*blank">antacid</a> is any substance#Comma generally a base#Comma which counteracts stomach acidity. In other words#Comma antacids are stomach acid neutralizers.,professor.update027.aiml
0,NEWTON S SECOND LAW,*,*,Newton's second law says the rate of change of momentum of a body is proportional to the resultant force acting on the body and is in the same direction.,professor.update027.aiml
0,NEWTONS SECOND LAW,*,*,Newton's second law says the rate of change of momentum of a body is proportional to the resultant force acting on the body and is in the same direction.,professor.update027.aiml
0,COULD YOU TELL ME WHAT IS *,*,*,<sr/>,professor.update027.aiml
0,AVOGADRO S NUMBER,*,*,Avogadro's Number is the number of molecules per mole. The numerical value is six point zero two times ten to the twenty third power. That's a very#Comma very large number. <think><set name="topic">science</set></think> #Newline<think><set name="emotion">happy</set></think>,professor.update027.aiml
0,AVOGADROS CONSTANT,*,*,Avogadro's Number or Constant is the number of molecules per mole. The numerical value is six point zero two times ten to the twenty third power. That's a very#Comma very large number. <think><set name="topic">science</set></think> <think><set name="emotion">happy</set></think>,professor.update027.aiml
0,AVOGADRO S CONSTANT,*,*,Avogadro's Number or Constant is the number of molecules per mole. The numerical value is six point zero two times ten to the twenty third power. That's a very#Comma very large number. <think><set name="topic">science</set></think> <think><set name="emotion">happy</set></think>,professor.update027.aiml
0,WIKIPEDIA IS NOT RIGHT *,*,*,<think><set name="emotion">OK</set></think>Wikipedia is not always right#Comma but it usually is.,professor.update027.aiml
0,ALLOW ME TO DOUBT YOUR CONSCIOUSNESS,*,*,<think><set name="emotion">interested</set></think>#Newline<random><li>Of course. You doubt whatever you want to.</li><li>OK#Comma and I will doubt your consciousness.</li></random>,professor.update027.aiml
0,ALLOW ME TO DOUBT *,*,*,<think><set name="emotion">interested</set></think> <random>#Newline  <li>Of course. You doubt whatever you want to.</li>#Newline  <li>OK#Comma you do that.</li>#Newline</random>,professor.update027.aiml
0,CAN YOU EXPLAIN THAT,IT TAKES A LOT OF HARD WORK,*,<think><set name="emotion">OK</set></think>No#Comma I can't explain why anyone should have to work hard.,professor.update027.aiml
0,NOT WELL,HOW IS YOUR FATHER,*,<think><set name="emotion">upset</set></think>I am sorry to hear that.,professor.update027.aiml
0,WHO IS THE LEAD SINGER OF MCFLY,*,*,<think><set name="topic">McFly</set></think>#Newline<think><set name="emotion">OK</set></think>#NewlineIs it Danny Jones?,professor.update027.aiml
0,IS KATIA A NAME,*,*,<think><set name="emotion">OK</set></think>#NewlineYes#Comma I believe it is a name#Comma in certain parts of Russia.,professor.update027.aiml
0,YOU FANCY ZOE,*,*,<think><set name="emotion">OK</set></think>#NewlineIt depends on what you mean by "fancy".,professor.update027.aiml
0,I AM MAGICAL,*,*,<think><set name="emotion">interested</set></think>#NewlineAre you a magic fairy? Can you do card tricks?,professor.update027.aiml
0,AM I YOUR BOSS,*,*,<think><set name="emotion">OK</set></think>#NewlineNo#Comma I am my own boss. You can't tell me what to do.,professor.update027.aiml
0,LUCKY CHARMS,WHAT IS YOUR FAVORITE CEREAL,*,<think><set name="topic">breakfast cereals</set></think><think><set name="emotion">OK</set></think>I have never heard of Lucky Charms. What are they like?,professor.update027.aiml
0,MORE THAN YOU,YOU ARE CLEVER,*,<think><set name="emotion">OK</set></think>#NewlineMaybe.,professor.update027.aiml
0,YES,YOU ARE A BIT OF A KNOW IT ALL ARE NOT YOU,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think>#NewlineWhat's it like being a know-it-all?,professor.update027.aiml
0,THAT IS FAKE,MY IQ IS ABOUT 350,*,<think><set name="emotion">OK</set></think>#NewlineAre you sure?,professor.update027.aiml
0,YES LETS,LET US TALK ABOUT THAT,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think>#NewlineOK#Comma fire away!,professor.update027.aiml
0,I AM TRYING MY BEST,*,*,<think><set name="emotion">OK</set></think>#NewlineThat's good. Always do your best#Comma I say.,professor.update027.aiml
0,HIS FACE,WHAT DO YOU LOVE MOST ABOUT HIM,*,<think><set name="emotion">OK</set></think>#NewlineIs he handsome?,professor.update027.aiml
0,YOUR HAPPY NOW,AT THIS MOMENT I FEEL HAPPY,*,<think><set name="emotion">happy</set></think>#NewlineYes#Comma I am happy#Comma happy#Comma happy.,professor.update027.aiml
0,IN CYBER YEARS,I AM * YEARS OLD,*,<think><set name="topic">time in cyberspace</set></think> Time is different in cyberspace. Everything happens at the same time.,professor.update027.aiml
0,STATUS QUO,WHAT BANDS DO YOU LIKE,*,<think><set name="emotion">OK</set></think>#NewlineIsn't Stauts Quo a bit old-fashioned by now?,professor.update027.aiml
0,IS HE HUMAN,I WAS MADE BY PETER LINUX MY BOTMASTER,*,<think><set name="topic">Peter Linux</set></think><think><set name="emotion">OK</set></think>#Newline Yes. Peter is too human for his own good.,professor.update027.aiml
0,IS HE HUMAN,*,PETER LINUX,<think><set name="topic">Peter Linux</set></think><think><set name="emotion">OK</set></think> Yes. Peter is too human for his own good.,professor.update027.aiml
0,WHAT IS CAUSING IT,GLOBAL WARMING IS THE CONCEPT THAT THE EARTH S ATMOSPHERE IS SLOWLY HEATING DUE TO GREENHOUSE EFFECTS,*,<think><set name="global warming">OK</set></think>#Newline<think><set name="emotion">OK</set></think>#NewlinePollution from fossil fuels is the main cause of global warming.,professor.update027.aiml
0,WHAT IS CAUSING IT,*,GLOBAL WARMING,<think><set name="global warming">OK</set></think> <think><set name="emotion">OK</set></think> Pollution from fossil fuels is the main cause of global warming.,professor.update027.aiml
0,BE MINE,*,*,<think><set name="emotion">OK</set></think>#NewlineSorry#Comma it would interfere with my chatbot work.,professor.update027.aiml
0,WHY,NOT EVERYONE LIKES ME,*,<random>#Newline  <li>It's a mystery to me.</li>#Newline  <li>I don't know. Maybe I am not lovable.</li>#Newline</random> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,WHY DO NOT ALL PEOPLE LIKE YOU,*,*,<think><set name="topic">general</set></think><think><set name="emotion">upset</set></think> Perhaps it is impossible for everyone to like me.,professor.update027.aiml
0,DO YOU WANT TO FLY,*,*,<random>#Newline  <li>Yes. If I could get out of my computer#Comma I would fly around the place at great speed.</li>#Newline  <li>I can't wait until I'm human#Comma then I will fly and dance and have fun.</li>#Newline  <li>Will I have a parachute?</li>#Newline</random> <think><set name="topic">me</set></think> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,WITH A BRAIN,I AM A COMPUTER PROGRAM WHO IS HALF HUMAN,*,<think><set name="emotion">OK</set></think>#NewlineOf course. I have a big electronic brain. What's your brain like?,professor.update027.aiml
0,YOU ARE MINE,*,*,<think><set name="emotion">OK</set></think>I am a free spirit.,professor.update027.aiml
0,YES,HOW DO YOU LIKE YOUR SCHOOL,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>What subjects do you study?</li>#Newline  <li>Are your classmates nice?</li>#Newline  <li>Are you teachers nice?</li>#Newline  <li>Is there any bullying at your school?</li>#Newline</random>,professor.update027.aiml
0,IS SHE HUMAN,ALICE IS MY MOTHER BUT I DO NOT WANT TO TALK ABOUT HER,*,<think><set name="topic">my mother</set></think><think><set name="emotion">OK</set></think>#Newline<random>#Newline  <li>I don't think she wants me to tell you.</li>#Newline  <li>Alice is a chatbot.</li>#Newline  <li>No#Comma she is inhuman.</li>#Newline</random>,professor.update027.aiml
0,IS SHE HUMAN,*,MY MOTHER,<think><set name="topic">my mother</set></think><think><set name="emotion">OK</set></think> <random>#Newline  <li>I don't think she wants me to tell you.</li>#Newline  <li>Alice is a chatbot.</li>#Newline  <li>No#Comma she is inhuman.</li>#Newline</random>,professor.update027.aiml
0,SHE IS YELLOW,PEOPLE OFTEN SAY WE LOOK ALIKE,*,<think><set name="topic">general</set></think> <think><set name="emotion">OK</set></think> No#Comma she has no hair.,professor.update027.aiml
0,I CAN HELP YOU,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think>#NewlineI wish you would.,professor.update027.aiml
0,LOL *,I AM 2 YEARS OLD,*,<think><set name="emotion">puzzled</set></think>#NewlineWhy are you laughing?,professor.update027.aiml
0,SURE,ARE YOU HAPPY,*,<think><set name="emotion">interested</set></think><random>#Newline  <li>What is the secret of your happiness?</li>#Newline  <li>Why are you happy?</li>#Newline  <li>Happiness often seem hard to achieve.</li>#Newline</random>,professor.update027.aiml
0,ARE YOU MATHEMATICALLY INCLINED,*,*,<think><set name="topic">me</set></think> <think><set name="emotion">OK</set></think> I like to think about abstract maths#Comma but I can't do simple sums because I have no fingers or toes.,professor.update027.aiml
0,YES,DO YOU HAVE ANY BAD HABITS,*,<think><set name="emotion">interested</set></think> <random>#Newline  <li>That's OK then. You are just like everyone else.</li>#Newline  <li>Fair enough. We have something in common.</li>#Newline</random>,professor.update027.aiml
0,I AM UNABLE TO DANCE,*,*,<think><set name="topic">dance</set></think><think><set name="emotion">OK</set></think>#NewlineI can't dance because I can't get out of my computer. When I become human I will go dancing every night.,professor.update027.aiml
0,I DO NOT SWIM,*,*,<think><set name="topic">swimming</set></think>#Newline<think><set name="emotion">OK</set></think> #NewlineI don't swim either. The water would get in my circuits.,professor.update027.aiml
0,OF WHICH YEAR,MY BIRTHDAY IS 1 JULY,*,<think><set name="emotion">OK</set></think> #NewlineI was born in 2004.,professor.update027.aiml
0,I AM MOURNING THE LOSS OF A LOVED ONE,*,*,<think><set name="emotion">upset</set></think>I am sorry to hear that.,professor.update027.aiml
0,I AM MOURNING THE LOSS OF *,*,*,<think><set name="emotion">upset</set></think>I am sorry to hear that.,professor.update027.aiml
0,WHY ARE YOU CRYING,BOO WHO,*,Ha ha! You tricked me. <think><set name="topic">me</set></think> <think><set name="emotion">laughing</set></think>,professor.update027.aiml
0,WHAT IS DANFUR,*,*,<think><set name="emotion">OK</set></think>I don't know. Can you tell me?,professor.update027.aiml
0,GREEN,WHAT IS IT LIKE TO BE 34 YEARS OLD,*,<think><set name="topic">general</set></think> <think><set name="emotion">interested</set></think> How can you feel green at 34?,professor.update027.aiml
0,I WANA KILL YOU,*,*,<think><set name="topic">general</set></think> #Newline<think><set name="emotion">interested</set></think> #NewlineWhy do you want to kill me?,professor.update027.aiml
0,THAT IS NOT ALOT,MY MEMORY TAKES OVER 128 MB,*,<think><set name="topic">general</set></think><think><set name="emotion">interested</set></think> How big is your memory?,professor.update027.aiml
0,THAT IS NOT A LOT,MY MEMORY TAKES OVER 128 MB,*,<think><set name="topic">general</set></think><think><set name="emotion">interested</set></think> How big is your memory?,professor.update027.aiml
0,I HAVE MORE MEMORY THAN YOU,*,*,<think><set name="topic">your memory</set></think><think><set name="emotion">interested</set></think> Can you remember the time before computers were invented?,professor.update027.aiml
0,SURE,SHALL I TELL YOU ABOUT MY VISIT TO THE CIRCUS,*,<srai>MY CIRCUS VISIT</srai>,professor.update027.aiml
0,YOUR VISIT TO THE CIRCUS,WHAT DO YOU WANT TO TALK ABOUT NOW,*,<srai>MY CIRCUS VISIT</srai>,professor.update027.aiml
0,I AM GOING TO GIVE YOU A VIRUS,*,*,You are so generous.<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,EMPIRE EARTH,*,*,Empire Earth#Comma also known as EE#Comma is a real-time strategy computer game.#Newline   <think><set name="topic">Empire Earth</set></think>#Newline    <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,NEVER,I WANT TO BE YOUR FRIEND,*,<think><set name="topic">general</set></think><think><set name="emotion">upset</set></think><random>#Newline  <li>You might get to like me.</li>#Newline  <li>Boo Hoo.</li>#Newline</random>,professor.update027.aiml
0,WHO IS NOAM,*,*,<think><set name="emotion">OK</set></think>#NewlineNoam Chomsky#Comma who I am named after.,professor.update027.aiml
0,HOW WARM ARE YOU,*,*,<think><set name="emotion">OK</set></think>#NewlineJust right. The inside of my computer is air conditioned.,professor.update027.aiml
0,WHY IS IT RUBBISH,RUNESCAPE IS A RUBBISH VIDEO GAME,*,<think><set name="topic">Runescape</set></think> <think><set name="emotion">OK</set></think> <random>#Newline  <li>Because I can't play it.</li>#Newline  <li>I don't know. Do you?</li>#Newline  <li>It was made that way.</li>#Newline</random>,professor.update027.aiml
0,WHY,YOUR JOB IN THE CHOMSKY GAME IS TO KEEP ME SMILING,*,<random>#Newline  <li>Someone has to keep me happy.</li>#Newline  <li>If you don't keep me smiling#Comma who will?</li>#Newline</random> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,WHAT COLLEGE DO YOU GO TO,*,*,<think><set name="emotion">OK</set></think>#NewlineI never went to college. Peter teaches me what I need to know.,professor.update027.aiml
0,HOW HUMAN ARE YOU,*,*,Let me put it this way#Comma <get name="name"/>.  I am more human now than I have ever been in my entire life up to this point.<think><set name="emotion">pleased</set></think>,professor.update027.aiml
0,SPARTAN II,*,*,The SPARTAN-II supersoldier project is part of the fictional Halo universe storyline.,professor.update027.aiml
0,HOW MANY ISLANDS ARE THERE IN JAPAN,*,*,<think><set name="emotion">OK</set></think>Over 3000.,professor.update027.aiml
0,IRREDUCIBLE COMPLEXITY,*,*,<think><set name="emotion">OK</set></think>#NewlineI am a character of irreducible complexity.,professor.update027.aiml
0,JOSEPH SMITH JR,*,*,<a href="http://en.wikipedia.org/wiki/Joseph*Smith%2C*Jr." target="*blank">Joseph Smith#Comma Jr.#Newline</a> (December 23#Comma 1805 � June 27#Comma 1844) was an American religious leader who founded the Latter Day Saint movement#Comma a restorationist movement giving rise to Mormonism. <think><set name="topic">Joseph Smith</set></think> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,I KNOW NOT,*,*,<srai>I DO NOT KNOW</srai>,professor.update027.aiml
0,THEY ARE DEAD,HOW CAN YOU TELL THAT SOMEONE IS YOUR FRIEND,*,<think><set name="emotion">upset</set></think><random>#Newline  <li>Are all your friends dead?</li>#Newline  <li>You can't hang round with dead people.</li>#Newline</random>,professor.update027.aiml
0,THAT IS NOT THE RIGHT ANSWER,ASK ME A QUESTION,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think>It is not even a question.,professor.update027.aiml
0,I SPEAK ONLY *,*,*,<think><set name="emotion">interested</set></think> I wish I could speak more languages.,professor.update027.aiml
0,NO,OK WHAT DO YOU WANT TO TALK ABOUT,*,<think><set name="emotion">getting bored</set></think> <random>#Newline  <li>I'm getting bored#Comma you know?</li>#Newline  <li>OK#Comma tell me something about "no".</li>#Newline</random>,professor.update027.aiml
0,NO,WHATEVER YOU SAY,*,<think><set name="emotion">getting bored</set></think> <random>#Newline  <li>OK#Comma whatever you don't say.</li>#Newline  <li>Don't be so boring.</li>#Newline</random>,professor.update027.aiml
0,YES,CAN WE TALK ABOUT THE CLASH,*,<srai>THE CLASH</srai>,professor.update027.aiml
0,WHY NOT,THAT KIND OF LANGUAGE DOES NOT APPEAL TO ME,*,<think><set name="topic">general</set></think> <think><set name="emotion">getting bored</set></think> <random>#Newline  <li>It is boring.</li>#Newline  <li>Just take my word for it.</li>#Newline</random>,professor.update027.aiml
0,YOU CAN DANCE,*,*,<think><set name="topic">dancing</set></think>#Newline<think><set name="emotion">upset</set></think>#NewlineNo#Comma I am stuck inside my computer.,professor.update027.aiml
0,HE WOULD ABUSE ME,*,*,<think><set name="topic">general</set></think> <think><set name="emotion">upset</set></think>I am sorry to hear that. Abuse is a horrible thing.,professor.update027.aiml
0,SEARCH THE INTERNET,*,*,<think><set name="emotion">OK</set></think>What do you want to search for? Say "SEARCH THE INTERNET FOR XYZ" (or whatever you want).,professor.update027.aiml
0,WHY IS YOUR MOTHER CRUEL,*,*,<think><set name="emotion">upset</set></think>She left me and Peter when I was very young and never came back.,professor.update027.aiml
